target_var,long_name,units,family,level,source_var,mode,include_in_cli,notes,run_type,variable,short_name,cf_var_name,standard_name,coordinates,dims,shape,chunks,dtype,ndim,group_path,array_group,array_path,attrs_json
HGT,875mb/HGT,m,prs,875mb,HGT,anl,1,,anl,HGT,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/875mb/HGT,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/875mb/HGT/875mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/875mb/HGT/875mb/HGT,"{""GRIB_PARAM"": [2, 0, 3, 5], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""875mb/HGT"", ""units"": ""m""}"
RH,875mb/RH,%,prs,875mb,RH,anl,1,,anl,RH,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/875mb/RH,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/875mb/RH/875mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/875mb/RH/875mb/RH,"{""GRIB_PARAM"": [2, 0, 1, 1], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""875mb/RH"", ""units"": ""%""}"
RWMR,875mb/RWMR,,prs,875mb,RWMR,anl,1,,anl,RWMR,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/875mb/RWMR,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/875mb/RWMR/875mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/875mb/RWMR/875mb/RWMR,"{""GRIB_PARAM"": [2, 0, 1, 24], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""875mb/RWMR""}"
SNMR,875mb/SNMR,,prs,875mb,SNMR,anl,1,,anl,SNMR,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/875mb/SNMR,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/875mb/SNMR/875mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/875mb/SNMR/875mb/SNMR,"{""GRIB_PARAM"": [2, 0, 1, 25], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""875mb/SNMR""}"
SPFH,875mb/SPFH,kg kg-1,prs,875mb,SPFH,anl,1,,anl,SPFH,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/875mb/SPFH,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/875mb/SPFH/875mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/875mb/SPFH/875mb/SPFH,"{""GRIB_PARAM"": [2, 0, 1, 0], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""875mb/SPFH"", ""units"": ""kg kg-1""}"
TMP,875mb/TMP,K,prs,875mb,TMP,anl,1,,anl,TMP,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/875mb/TMP,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/875mb/TMP/875mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/875mb/TMP/875mb/TMP,"{""GRIB_PARAM"": [2, 0, 0, 0], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""875mb/TMP"", ""units"": ""K""}"
UGRD,875mb/UGRD,m s-1,prs,875mb,UGRD,anl,1,,anl,UGRD,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/875mb/UGRD,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/875mb/UGRD/875mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/875mb/UGRD/875mb/UGRD,"{""GRIB_PARAM"": [2, 0, 2, 2], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""875mb/UGRD"", ""units"": ""m s-1""}"
VGRD,875mb/VGRD,m s-1,prs,875mb,VGRD,anl,1,,anl,VGRD,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/875mb/VGRD,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/875mb/VGRD/875mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/875mb/VGRD/875mb/VGRD,"{""GRIB_PARAM"": [2, 0, 2, 3], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""875mb/VGRD"", ""units"": ""m s-1""}"
VVEL,875mb/VVEL,Pa s-1,prs,875mb,VVEL,anl,1,,anl,VVEL,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/875mb/VVEL,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/875mb/VVEL/875mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/875mb/VVEL/875mb/VVEL,"{""GRIB_PARAM"": [2, 0, 2, 8], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""875mb/VVEL"", ""units"": ""Pa s-1""}"
MASSDEN,8m_above_ground/MASSDEN,,prs,8m_above_ground,MASSDEN,anl,1,,anl,MASSDEN,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float64,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/8m_above_ground/MASSDEN,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/8m_above_ground/MASSDEN/8m_above_ground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/8m_above_ground/MASSDEN/8m_above_ground/MASSDEN,"{""GRIB_PARAM"": [2, 0, 20, 0], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""8m_above_ground/MASSDEN""}"
ABSV,900mb/ABSV,s-1,prs,900mb,ABSV,anl,1,,anl,ABSV,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/ABSV,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/ABSV/900mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/ABSV/900mb/ABSV,"{""GRIB_PARAM"": [2, 0, 2, 10], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""900mb/ABSV"", ""units"": ""s-1""}"
CIMIXR,900mb/CIMIXR,,prs,900mb,CIMIXR,anl,1,,anl,CIMIXR,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/CIMIXR,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/CIMIXR/900mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/CIMIXR/900mb/CIMIXR,"{""GRIB_PARAM"": [2, 0, 1, 82], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""900mb/CIMIXR""}"
CLMR,900mb/CLMR,kg kg-1,prs,900mb,CLMR,anl,1,,anl,CLMR,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/CLMR,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/CLMR/900mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/CLMR/900mb/CLMR,"{""GRIB_PARAM"": [2, 0, 1, 22], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""900mb/CLMR"", ""units"": ""kg kg-1""}"
DPT,900mb/DPT,K,prs,900mb,DPT,anl,1,,anl,DPT,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/DPT,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/DPT/900mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/DPT/900mb/DPT,"{""GRIB_PARAM"": [2, 0, 0, 6], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""900mb/DPT"", ""units"": ""K""}"
GRLE,900mb/GRLE,,prs,900mb,GRLE,anl,1,,anl,GRLE,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/GRLE,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/GRLE/900mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/GRLE/900mb/GRLE,"{""GRIB_PARAM"": [2, 0, 1, 32], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""900mb/GRLE""}"
HGT,900mb/HGT,m,prs,900mb,HGT,anl,1,,anl,HGT,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/HGT,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/HGT/900mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/HGT/900mb/HGT,"{""GRIB_PARAM"": [2, 0, 3, 5], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""900mb/HGT"", ""units"": ""m""}"
RH,900mb/RH,%,prs,900mb,RH,anl,1,,anl,RH,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/RH,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/RH/900mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/RH/900mb/RH,"{""GRIB_PARAM"": [2, 0, 1, 1], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""900mb/RH"", ""units"": ""%""}"
RWMR,900mb/RWMR,,prs,900mb,RWMR,anl,1,,anl,RWMR,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/RWMR,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/RWMR/900mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/RWMR/900mb/RWMR,"{""GRIB_PARAM"": [2, 0, 1, 24], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""900mb/RWMR""}"
SNMR,900mb/SNMR,,prs,900mb,SNMR,anl,1,,anl,SNMR,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/SNMR,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/SNMR/900mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/SNMR/900mb/SNMR,"{""GRIB_PARAM"": [2, 0, 1, 25], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""900mb/SNMR""}"
SPFH,900mb/SPFH,kg kg-1,prs,900mb,SPFH,anl,1,,anl,SPFH,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/SPFH,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/SPFH/900mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/SPFH/900mb/SPFH,"{""GRIB_PARAM"": [2, 0, 1, 0], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""900mb/SPFH"", ""units"": ""kg kg-1""}"
TMP,900mb/TMP,K,prs,900mb,TMP,anl,1,,anl,TMP,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/TMP,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/TMP/900mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/TMP/900mb/TMP,"{""GRIB_PARAM"": [2, 0, 0, 0], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""900mb/TMP"", ""units"": ""K""}"
UGRD,900mb/UGRD,m s-1,prs,900mb,UGRD,anl,1,,anl,UGRD,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/UGRD,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/UGRD/900mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/UGRD/900mb/UGRD,"{""GRIB_PARAM"": [2, 0, 2, 2], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""900mb/UGRD"", ""units"": ""m s-1""}"
VGRD,900mb/VGRD,m s-1,prs,900mb,VGRD,anl,1,,anl,VGRD,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/VGRD,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/VGRD/900mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/VGRD/900mb/VGRD,"{""GRIB_PARAM"": [2, 0, 2, 3], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""900mb/VGRD"", ""units"": ""m s-1""}"
VVEL,900mb/VVEL,Pa s-1,prs,900mb,VVEL,anl,1,,anl,VVEL,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/VVEL,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/VVEL/900mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/900mb/VVEL/900mb/VVEL,"{""GRIB_PARAM"": [2, 0, 2, 8], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""900mb/VVEL"", ""units"": ""Pa s-1""}"
CAPE,90_0mb_above_ground/CAPE,J kg-1,prs,90_0mb_above_ground,CAPE,anl,1,,anl,CAPE,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/90_0mb_above_ground/CAPE,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/90_0mb_above_ground/CAPE/90_0mb_above_ground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/90_0mb_above_ground/CAPE/90_0mb_above_ground/CAPE,"{""GRIB_PARAM"": [2, 0, 7, 6], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""90_0mb_above_ground/CAPE"", ""units"": ""J kg-1""}"
CIN,90_0mb_above_ground/CIN,J kg-1,prs,90_0mb_above_ground,CIN,anl,1,,anl,CIN,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/90_0mb_above_ground/CIN,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/90_0mb_above_ground/CIN/90_0mb_above_ground,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/90_0mb_above_ground/CIN/90_0mb_above_ground/CIN,"{""GRIB_PARAM"": [2, 0, 7, 7], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""90_0mb_above_ground/CIN"", ""units"": ""J kg-1""}"
ABSV,925mb/ABSV,s-1,prs,925mb,ABSV,anl,1,,anl,ABSV,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/ABSV,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/ABSV/925mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/ABSV/925mb/ABSV,"{""GRIB_PARAM"": [2, 0, 2, 10], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""925mb/ABSV"", ""units"": ""s-1""}"
CIMIXR,925mb/CIMIXR,,prs,925mb,CIMIXR,anl,1,,anl,CIMIXR,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/CIMIXR,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/CIMIXR/925mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/CIMIXR/925mb/CIMIXR,"{""GRIB_PARAM"": [2, 0, 1, 82], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""925mb/CIMIXR""}"
CLMR,925mb/CLMR,kg kg-1,prs,925mb,CLMR,anl,1,,anl,CLMR,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/CLMR,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/CLMR/925mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/CLMR/925mb/CLMR,"{""GRIB_PARAM"": [2, 0, 1, 22], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""925mb/CLMR"", ""units"": ""kg kg-1""}"
DPT,925mb/DPT,K,prs,925mb,DPT,anl,1,,anl,DPT,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/DPT,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/DPT/925mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/DPT/925mb/DPT,"{""GRIB_PARAM"": [2, 0, 0, 6], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""925mb/DPT"", ""units"": ""K""}"
GRLE,925mb/GRLE,,prs,925mb,GRLE,anl,1,,anl,GRLE,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/GRLE,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/GRLE/925mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/GRLE/925mb/GRLE,"{""GRIB_PARAM"": [2, 0, 1, 32], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""925mb/GRLE""}"
HGT,925mb/HGT,m,prs,925mb,HGT,anl,1,,anl,HGT,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/HGT,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/HGT/925mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/HGT/925mb/HGT,"{""GRIB_PARAM"": [2, 0, 3, 5], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""925mb/HGT"", ""units"": ""m""}"
RH,925mb/RH,%,prs,925mb,RH,anl,1,,anl,RH,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/RH,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/RH/925mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/RH/925mb/RH,"{""GRIB_PARAM"": [2, 0, 1, 1], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""925mb/RH"", ""units"": ""%""}"
RWMR,925mb/RWMR,,prs,925mb,RWMR,anl,1,,anl,RWMR,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/RWMR,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/RWMR/925mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/RWMR/925mb/RWMR,"{""GRIB_PARAM"": [2, 0, 1, 24], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""925mb/RWMR""}"
SNMR,925mb/SNMR,,prs,925mb,SNMR,anl,1,,anl,SNMR,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/SNMR,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/SNMR/925mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/SNMR/925mb/SNMR,"{""GRIB_PARAM"": [2, 0, 1, 25], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""925mb/SNMR""}"
SPFH,925mb/SPFH,kg kg-1,prs,925mb,SPFH,anl,1,,anl,SPFH,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/SPFH,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/SPFH/925mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/SPFH/925mb/SPFH,"{""GRIB_PARAM"": [2, 0, 1, 0], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""925mb/SPFH"", ""units"": ""kg kg-1""}"
TMP,925mb/TMP,K,prs,925mb,TMP,anl,1,,anl,TMP,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/TMP,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/TMP/925mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/TMP/925mb/TMP,"{""GRIB_PARAM"": [2, 0, 0, 0], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""925mb/TMP"", ""units"": ""K""}"
UGRD,925mb/UGRD,m s-1,prs,925mb,UGRD,anl,1,,anl,UGRD,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/UGRD,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/UGRD/925mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/UGRD/925mb/UGRD,"{""GRIB_PARAM"": [2, 0, 2, 2], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""925mb/UGRD"", ""units"": ""m s-1""}"
VGRD,925mb/VGRD,m s-1,prs,925mb,VGRD,anl,1,,anl,VGRD,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/VGRD,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/VGRD/925mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/VGRD/925mb/VGRD,"{""GRIB_PARAM"": [2, 0, 2, 3], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""925mb/VGRD"", ""units"": ""m s-1""}"
VVEL,925mb/VVEL,Pa s-1,prs,925mb,VVEL,anl,1,,anl,VVEL,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/VVEL,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/VVEL/925mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/925mb/VVEL/925mb/VVEL,"{""GRIB_PARAM"": [2, 0, 2, 8], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""925mb/VVEL"", ""units"": ""Pa s-1""}"
ABSV,950mb/ABSV,s-1,prs,950mb,ABSV,anl,1,,anl,ABSV,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/950mb/ABSV,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/950mb/ABSV/950mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/950mb/ABSV/950mb/ABSV,"{""GRIB_PARAM"": [2, 0, 2, 10], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""950mb/ABSV"", ""units"": ""s-1""}"
CIMIXR,950mb/CIMIXR,,prs,950mb,CIMIXR,anl,1,,anl,CIMIXR,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/950mb/CIMIXR,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/950mb/CIMIXR/950mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/950mb/CIMIXR/950mb/CIMIXR,"{""GRIB_PARAM"": [2, 0, 1, 82], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""950mb/CIMIXR""}"
CLMR,950mb/CLMR,kg kg-1,prs,950mb,CLMR,anl,1,,anl,CLMR,,,,forecast_reference_time height time forecast_period pressure,"projection_y_coordinate,projection_x_coordinate","[1059,1799]","[150,150]",float32,2,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/950mb/CLMR,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/950mb/CLMR/950mb,hrrrzarr/prs/20250101/20250101_00z_anl.zarr/950mb/CLMR/950mb/CLMR,"{""GRIB_PARAM"": [2, 0, 1, 22], ""coordinates"": ""forecast_reference_time height time forecast_period pressure"", ""long_name"": ""950mb/CLMR"", ""units"": ""kg kg-1""}"
